,comments,sentiment
143,"This was a very bad experience and I would definitely NOT recommend staying at this apartment or at any of this host\'s other properties. Before we booked the apartment, we emailed her and asked if each of the 3 bedrooms had air conditioning and she replied yes. Relying on that (because we know how hot and humid Rio can be), we booked the place for our family.The air conditioning in one of the three bedrooms did not work for three of the four days of our stay. It was impossible to sleep or spend any time in that room because it was so hot and 2 of us were forced to sleep on the sofas in the living room which were very uncomfortable and we did not sleep well at all. The host sent a repairman twice to the apt to try to repair it, but he never fixed it. She ignored my emails on the last day and did not even try to send someone up to fix it for our last night. When I asked for compensation, since we had paid for a three bedroom apt with air conditioning in each bedroom, and we did not get that, she refused and commented to me by email ""Rio is not New York- and when things break they are not easy to fix."" I think the responsibility for that should fall on her shoulders, not ours. She should also make sure her apartment is in good working order, and not rent it out until it is. Also, as a side note, the amenities provided in the apartment are very sparse. I used the two small hand towels that were provided to us for 4 people for 4 days to wipe the water that dripped from the air conditioner onto the shelves of the closet where our clothes were (which got wet) and from the wood floors, and then had to ""beg"" for replacement towels. She emailed me that if I wanted towels changed every 2 days I ""should have booked the Fasano Hotel at 800 dollars a day per room""  - in my opinion, not an appropriate response from a host who misrepresented the condition of her apt, gave up trying to fix it during our stay, and then refused to compensate us for the problem. All in all, a very negative experience.",0
147,Great location especially for carnival. Claudia was very helpful and gave us lots of advice if we needed and responded quickly to all communication. The apartment is on a main road in Ipanema and so all amenities on your door step. Bathroom was big and space very clean enjoyed our stay here would recommend to others.,1
291334,"The apartment is as good as described. The view is amazing! Very clean and with basic stuff for meals.
We had wonderful days!",1
175574,Amazing views of the beach. Everything you could want is only a block or two away.  Wonderful host.  This is definitely the place you want to stay in Rio!,1
795,"My wife and I stayed here in May 2015 for 4 nights. The location is absolutely perfect....basically on the border of both Copacabana and Ipanema and about 400m to both beaches and main shopping strips. The flat was just what we were after; pleasant, very tidy, secure, functional and close to supermarkets and other shops. Patricia was fantastic, very responsive and helpful (even arranged a cab for us to come at 5am!). In a beautiful neighborhood and felt safe at all times.",1
8041,"Livia and Cristina are awesome hosts!  I was blown away by the level of service they provided and the apartment itself.  Livia was super quick to respond and always very friendly and warm with her responses.  Sadly, I didn't get to meet her in person (she was traveling) but her neighbor, Cristina, was also wonderfully kind and welcoming.  Cristina served us coffee and a sweet cake when we arrived at her apartment for an early check-in -- this was super nice after a long international flight.  Both Livia and Cristina went the extra mile to make sure our stay was smooth and enjoyable -- definitely recommend them!   \r\n\r\nThe location of the apartment is superb.  I always felt safe and secure walking around outside around the apartment.  Hardly anyone drives down her street and there is a great cafe/kilo restaurant just across the street from her apartment -- literally a 15 second walk -- that is awesome.  Good food (including healthy options) and great service.  I went there multiple times during my week-long stay.   You're also a short walk to the beach and a much shorter walk to a metro stop, which is great for exploring the rest of Rio.  Seriously, the location is excellent.  \r\n\r\nThe apartment is exactly as pictured -- no complaints.  We even had access to converters for our electrical plugs/outlets, which was super helpful.  \r\n\r\nGreat experience -- definitely stay here if you're planning a trip to Rio! :)",1
40733,"If you're planning visiting Rio, you must consider Gisella's place, it's located in the heart of Leblon, 1/2 block to the beach, 2 block to major street and subway, surrounded by tons of great restaurants and shops, it's nice, clean, and convenient, not to mention Gisella is very attentive, wrote me email every few days to make sure we have everything we needed, or if we need any assistance, she's truly wonderful.",1
39425,"What a joy it was to stay at ""Ipanema Village,"" and be hosted by Marcia! I felt really great about the decision I made, and was really glad I followed my instinct on all the various options here on AirBnb in and near Ipanema. / If you want a taste of the old world Ipanema, when Astrid Gilberto was singing Bossa Nova, and Jobim composing, this is the place to stay. It has great charm, character, and inspires relaxation and reverie. / My emails with Marcia gave me a degree of trust and comfort that I was staying somewhere safe and welcoming. During my visit my interactions with her were so warm, inviting and (Website hidden by Airbnb) acquainting me with the culture and locale. / I would gladly return to her property, or recommend it to others. / If you want ""chic"" or ""modern"" this isn't likely your vibe, and there are plenty of hi-rises in Ipanema and nearby. / But, with less than a block to walk to the beach, the fabulous restaurant Zaza, or the amazing Bossa Nova club Vinicius, what's not to like? / There is also the added perk of ""Benta,"" the skiddish but sweet and adorable house cat. If you're a cat person you'll enjoy flirting with you as you wish and seeing her warm up to you over your stay. / - Paul ",1
185885,"Fantastic stay at Luisa‘s place! We were three guests, so everyone had an own bedroom and an own bathroom, which is super convenient! The location is simply top-class, with a mere 3 minutes walk to Ipanema beach and grocery stores also just around the corner. Check-in was extremely easy and convenient for us, and Luisa was very receptive throughout our stay! We couldn‘t have had a better time here! Thank you so much!",1
31351,"Great place, great host!
Position is fantastic, near supermarket, hospital, beach, lake. Tha apartment it's cool! Thank you Jose'!!!",1
283690,"Jonas has been a good host, quick answering, helpful even if we didn't met him, same with his friend Pablo that came with a duvet for us.
I will definitely recommend his place for a no frills accommodation, very close to the metro station and nice neighborhood, thank you Jonas",1
167273,"As this was my first visit to Rio, Senor Ricardo went out his way yo pick me up at the  Rio Airport and he also drove me to the Supermarket where Picked up a couple of things i needed",1
53983,"Perfect location in Ipanema for a stay. The entrance to the building had a very friendly guard where we could pick up the key that the host had left for us - very easy check in.
The apartment was nice - lots of space and well equipped. Nice terrace on the second floor with a view to Cristo.",1
10592,"Ton is an incredibly knowledgeable and interactive host. He has thought of all of the details travelers need for a great stay; he even provided ear plugs, rain coats and umbrellas (though we didn’t need them in the end). He is very willing to give advice on local attractions and things to do. The apartment is in a great location and he keeps it clean even with a full house. The only thing I would note is that his roommate does smoke in the house so we often would smell that in our room too (Ton has put an air freshener in the room which does help a bit). Ton is such a thoughtful host and I would recommend this place if you are looking for a shared space with an incredibly helpful host :)",1
136957,Jose Marcos was a fantastic host. He went out of his way to help us with all things Rio. I hope to get the chance to rent from him again.,1
241650,Wonderful location! Comfortable bed and the a.c. is cooold!,1
17762,"Excellent apartment, which was very comfortable, clean and classy. It is also very well located near all interesting points in Ipanema and Lagoa.\nThank you very much, Leila,I would definitely stay here again.",1
17762,"Fabio was a really good host. His place was nice, close to everything, and worked well for me. I recommend staying there if you are in Brazil.",1
